gene	pfam_id	pfam_evalue	pfam_description
TRINITY_DN6226_c0_g1_i1	M0RWZ1_MUSAM/525-715	2.2e-56	M0RWZ1_MUSAM/525-715 M0RWZ1.1 PF04053.13;Coatomer_WDAD;
TRINITY_DN770_c1_g1_i1	A0A067EIL3_CITSI/12-150	9.4e-39	A0A067EIL3_CITSI/12-150 A0A067EIL3.1 PF00252.17;Ribosomal_L16;
TRINITY_DN8254_c1_g2_i1	B9I3A1_POPTR/334-456	4.0e-45	B9I3A1_POPTR/334-456 B9I3A1.2 PF13288.5;DXPR_C;
TRINITY_DN9251_c2_g1_i1	M0SXP3_MUSAM/168-451	1.3e-24	M0SXP3_MUSAM/168-451 M0SXP3.1 PF00931.21;NB-ARC;
TRINITY_DN10422_c0_g4_i1	M0SCQ4_MUSAM/230-729	1.2e-46	M0SCQ4_MUSAM/230-729 M0SCQ4.1 PF00305.18;Lipoxygenase;
TRINITY_DN12802_c1_g1_i1	M0U2N8_MUSAM/80-389	4.4e-52	M0U2N8_MUSAM/80-389 M0U2N8.1 PF00389.29;2-Hacid_dh;
TRINITY_DN13576_c0_g1_i1	M0TI18_MUSAM/90-494	8.5e-40	M0TI18_MUSAM/90-494 M0TI18.1 PF00982.20;Glyco_transf_20;
TRINITY_DN20001_c0_g2_i2	M0TM15_MUSAM/50-76	3.3e-07	M0TM15_MUSAM/50-76 M0TM15.1 PF13912.5;zf-C2H2_6;
TRINITY_DN23947_c0_g1_i1	M0RGG1_MUSAM/14-62	8.0e-22	M0RGG1_MUSAM/14-62 M0RGG1.1 PF00249.30;Myb_DNA-binding;
TRINITY_DN25077_c0_g2_i1	M0U877_MUSAM/48-168	6.5e-32	M0U877_MUSAM/48-168 M0U877.1 PF00005.26;ABC_tran;
TRINITY_DN27357_c0_g3_i1	Q9LMX9_ARATH/72-209	2.4e-26	Q9LMX9_ARATH/72-209 Q9LMX9.1 PF00388.18;PI-PLC-X;
TRINITY_DN29775_c0_g2_i1	A0A0D2NWY1_GOSRA/13-413	5.7e-28	A0A0D2NWY1_GOSRA/13-413 A0A0D2NWY1.1 PF05221.16;AdoHcyase;
TRINITY_DN31249_c0_g1_i1	M0U418_MUSAM/56-379	3.1e-42	M0U418_MUSAM/56-379 M0U418.1 PF00295.16;Glyco_hydro_28;
TRINITY_DN32952_c1_g1_i1	W9SUE5_9ROSA/253-318	2.3e-13	W9SUE5_9ROSA/253-318 W9SUE5.1 PF13976.5;gag_pre-integrs;
TRINITY_DN37195_c1_g1_i1	M0U5F8_MUSAM/104-286	2.2e-32	M0U5F8_MUSAM/104-286 M0U5F8.1 PF00120.23;Gln-synt_C;
TRINITY_DN38503_c0_g1_i1	M0SRG6_MUSAM/63-205	6.2e-06	M0SRG6_MUSAM/63-205 M0SRG6.1 PF00582.25;Usp;
TRINITY_DN44008_c0_g1_i1	B2BXJ5_ARALL/9-95	2.0e-25	B2BXJ5_ARALL/9-95 B2BXJ5.1 PF13417.5;GST_N_3;
TRINITY_DN44542_c0_g1_i1	M0S729_MUSAM/61-328	2.6e-28	M0S729_MUSAM/61-328 M0S729.1 PF03381.14;CDC50;
TRINITY_DN48351_c0_g1_i1	W9SCZ3_9ROSA/1002-1246	1.4e-21	W9SCZ3_9ROSA/1002-1246 W9SCZ3.1 PF07727.13;RVT_2;
TRINITY_DN51261_c0_g1_i1	M0T299_MUSAM/699-906	1.7e-27	M0T299_MUSAM/699-906 M0T299.1 PF00702.25;Hydrolase;
TRINITY_DN8913_c0_g1_i1	J3M6B1_ORYBR/46-97	1.0e-13	J3M6B1_ORYBR/46-97 J3M6B1.1 PF00847.19;AP2;
TRINITY_DN9717_c0_g1_i5	A0A061G266_THECC/109-340	6.2e-06	A0A061G266_THECC/109-340 A0A061G266.1 PF09243.9;Rsm22;
TRINITY_DN11939_c0_g2_i1	M0U8H4_MUSAM/317-387	3.8e-24	M0U8H4_MUSAM/317-387 M0U8H4.1 PF13812.5;PPR_3;
TRINITY_DN15968_c0_g2_i1	M0U103_MUSAM/393-450	4.2e-15	M0U103_MUSAM/393-450 M0U103.1 PF14432.5;DYW_deaminase;
TRINITY_DN17327_c1_g1_i1	M0SUV8_MUSAM/415-849	5.3e-26	M0SUV8_MUSAM/415-849 M0SUV8.1 PF00503.19;G-alpha;
TRINITY_DN2070_c0_g1_i1	K4B0K6_SOLLC/14-444	9.4e-07	K4B0K6_SOLLC/14-444 K4B0K6.1 PF00999.20;Na_H_Exchanger;
TRINITY_DN23530_c0_g1_i1	M0SK33_MUSAM/584-977	3.8e-56	M0SK33_MUSAM/584-977 M0SK33.1 PF02364.14;Glucan_synthase;
TRINITY_DN24309_c0_g1_i1	M0SAG1_MUSAM/312-584	7.2e-39	M0SAG1_MUSAM/312-584 M0SAG1.1 PF00069.24;Pkinase;
TRINITY_DN25992_c0_g4_i1	A0A151U0F7_CAJCA/799-1041	2.9e-16	A0A151U0F7_CAJCA/799-1041 A0A151U0F7.1 PF07727.13;RVT_2;
TRINITY_DN26765_c0_g2_i1	A0A151S358_CAJCA/227-343	2.4e-34	A0A151S358_CAJCA/227-343 A0A151S358.1 PF00665.25;rve;
TRINITY_DN3282_c0_g1_i2	M0TGQ3_MUSAM/163-370	1.4e-39	M0TGQ3_MUSAM/163-370 M0TGQ3.1 PF00155.20;Aminotran_1_2;
TRINITY_DN35824_c0_g1_i1	F6HTS4_VITVI/2-431	1.2e-14	F6HTS4_VITVI/2-431 F6HTS4.1 PF02458.14;Transferase;
TRINITY_DN3759_c0_g1_i6	M0SMQ6_MUSAM/137-304	4.8e-35	M0SMQ6_MUSAM/137-304 M0SMQ6.1 PF06351.10;Allene_ox_cyc;
TRINITY_DN47124_c0_g7_i1	W5DXT5_WHEAT/15-194	4.2e-55	W5DXT5_WHEAT/15-194 W5DXT5.1 PF00115.19;COX1;
TRINITY_DN54522_c0_g1_i1	M0RPA9_MUSAM/40-180	2.7e-46	M0RPA9_MUSAM/40-180 M0RPA9.1 PF00156.26;Pribosyltran;
TRINITY_DN60738_c0_g1_i1	B8B431_ORYSI/30-471	2.1e-06	B8B431_ORYSI/30-471 B8B431.1 PF00854.20;PTR2;
TRINITY_DN6085_c0_g1_i1	M0UAH7_MUSAM/76-287	1.1e-15	M0UAH7_MUSAM/76-287 M0UAH7.1 PF06999.11;Suc_Fer-like;
TRINITY_DN6175_c0_g1_i2	M0SSW3_MUSAM/309-417	2.9e-48	M0SSW3_MUSAM/309-417 M0SSW3.1 PF02887.15;PK_C;
TRINITY_DN6486_c1_g1_i1	M0RNM1_MUSAM/691-754	3.0e-13	M0RNM1_MUSAM/691-754 M0RNM1.1 PF00035.25;dsrm;
TRINITY_DN9562_c0_g1_i1	M0T5V5_MUSAM/38-97	9.1e-18	M0T5V5_MUSAM/38-97 M0T5V5.1 PF00380.18;Ribosomal_S9;
TRINITY_DN10747_c0_g1_i5	M0SSI3_MUSAM/46-320	4.2e-39	M0SSI3_MUSAM/46-320 M0SSI3.1 PF00732.18;GMC_oxred_N;
TRINITY_DN13173_c0_g3_i1	M0SV55_MUSAM/429-702	6.3e-35	M0SV55_MUSAM/429-702 M0SV55.1 PF00069.24;Pkinase;
TRINITY_DN13615_c0_g1_i1	M0SVT7_MUSAM/1083-1339	3.2e-23	M0SVT7_MUSAM/1083-1339 M0SVT7.1 PF08214.10;HAT_KAT11;
TRINITY_DN24279_c0_g2_i1	SPSA3_ARATH/473-656	1.1e-52	SPSA3_ARATH/473-656 Q8RY24.1 PF00534.19;Glycos_transf_1;
TRINITY_DN26159_c0_g1_i1	K4BJQ6_SOLLC/4-115	6.5e-08	K4BJQ6_SOLLC/4-115 K4BJQ6.1 PF08555.9;DUF1754;
TRINITY_DN27872_c0_g1_i1	M0SPN1_MUSAM/407-591	1.3e-53	M0SPN1_MUSAM/407-591 M0SPN1.1 PF01762.20;Galactosyl_T;
TRINITY_DN35406_c0_g1_i1	M0T1R2_MUSAM/185-349	1.2e-30	M0T1R2_MUSAM/185-349 M0T1R2.1 PF02622.14;DUF179;
TRINITY_DN40288_c0_g1_i1	V4L7J9_EUTSA/49-248	3.2e-07	V4L7J9_EUTSA/49-248 V4L7J9.1 PF02536.13;mTERF;
TRINITY_DN41951_c0_g1_i1	M0U9F6_MUSAM/44-289	1.1e-18	M0U9F6_MUSAM/44-289 M0U9F6.1 PF02450.14;LCAT;
TRINITY_DN45288_c0_g2_i2	M0SI26_MUSAM/176-398	2.1e-54	M0SI26_MUSAM/176-398 M0SI26.1 PF03080.14;Neprosin;
TRINITY_DN8431_c1_g1_i1	A0A022RHB3_ERYGU/72-349	1.3e-53	A0A022RHB3_ERYGU/72-349 A0A022RHB3.1 PF00069.24;Pkinase;
TRINITY_DN10343_c0_g1_i1	V4V8E7_9ROSI/72-185	1.5e-15	V4V8E7_9ROSI/72-185 V4V8E7.1 PF00810.17;ER_lumen_recept;
TRINITY_DN10954_c0_g1_i1	A0A067GEW7_CITSI/26-459	4.2e-15	A0A067GEW7_CITSI/26-459 A0A067GEW7.1 PF01490.17;Aa_trans;
TRINITY_DN11450_c0_g2_i1	A0A096R0P8_MAIZE/58-224	7.7e-09	A0A096R0P8_MAIZE/58-224 A0A096R0P8.1 PF12710.6;HAD;
TRINITY_DN11824_c0_g1_i1	W9RZJ9_9ROSA/52-563	6.3e-11	W9RZJ9_9ROSA/52-563 W9RZJ9.1 PF02990.15;EMP70;
TRINITY_DN11836_c0_g1_i4	M0TX54_MUSAM/287-449	1.7e-24	M0TX54_MUSAM/287-449 M0TX54.1 PF00106.24;adh_short;
TRINITY_DN15817_c0_g2_i1	X1X9T2_ACYPI/92-223	1.6e-06	X1X9T2_ACYPI/92-223 X1X9T2.1 PF04937.14;DUF659;
TRINITY_DN17193_c0_g1_i1	A9TRK2_PHYPA/9-618	5.3e-34	A9TRK2_PHYPA/9-618 A9TRK2.1 PF00012.19;HSP70;
TRINITY_DN20597_c0_g2_i1	M0TAI6_MUSAM/56-304	7.9e-30	M0TAI6_MUSAM/56-304 M0TAI6.1 PF00520.30;Ion_trans;
TRINITY_DN23864_c0_g2_i1	M0RTZ1_MUSAM/239-535	2.3e-53	M0RTZ1_MUSAM/239-535 M0RTZ1.1 PF01095.18;Pectinesterase;
TRINITY_DN25214_c0_g2_i1	U5FXK6_POPTR/1-142	1.6e-30	U5FXK6_POPTR/1-142 U5FXK6.1 PF04601.12;DUF569;
TRINITY_DN27545_c0_g1_i1	A0A0A0KHT8_CUCSA/377-449	1.1e-20	A0A0A0KHT8_CUCSA/377-449 A0A0A0KHT8.1 PF13424.5;TPR_12;
TRINITY_DN27551_c0_g1_i1	M0RHE3_MUSAM/261-921	1.3e-37	M0RHE3_MUSAM/261-921 M0RHE3.1 PF10408.8;Ufd2P_core;
TRINITY_DN30635_c0_g1_i1	M0TED5_MUSAM/195-404	5.3e-42	M0TED5_MUSAM/195-404 M0TED5.1 PF00264.19;Tyrosinase;
TRINITY_DN31373_c0_g1_i1	M0TJU2_MUSAM/138-187	2.3e-13	M0TJU2_MUSAM/138-187 M0TJU2.1 PF13920.5;zf-C3HC4_3;
TRINITY_DN3258_c0_g1_i2	W9RAX3_9ROSA/28-282	3.9e-37	W9RAX3_9ROSA/28-282 W9RAX3.1 PF00262.17;Calreticulin;
TRINITY_DN33015_c0_g1_i1	M0TWJ2_MUSAM/1-67	4.7e-22	M0TWJ2_MUSAM/1-67 M0TWJ2.1 PF11820.7;DUF3339;
TRINITY_DN34299_c0_g1_i1	M0T9R7_MUSAM/659-721	1.3e-19	M0T9R7_MUSAM/659-721 M0T9R7.1 PF12738.6;PTCB-BRCT;
TRINITY_DN48230_c0_g1_i1	M0T3R9_MUSAM/9-116	3.7e-27	M0T3R9_MUSAM/9-116 M0T3R9.1 PF03765.14;CRAL_TRIO_N;
TRINITY_DN49086_c0_g3_i1	M0RV81_MUSAM/294-597	1.3e-40	M0RV81_MUSAM/294-597 M0RV81.1 PF01501.19;Glyco_transf_8;
TRINITY_DN51233_c0_g1_i1	K4AZY6_SOLLC/513-606	2.1e-38	K4AZY6_SOLLC/513-606 K4AZY6.1 PF02212.17;GED;
TRINITY_DN62345_c0_g1_i1	M0T011_MUSAM/41-189	2.8e-27	M0T011_MUSAM/41-189 M0T011.1 PF00005.26;ABC_tran;
TRINITY_DN8746_c0_g2_i1	K3YHX4_SETIT/142-369	6.1e-06	K3YHX4_SETIT/142-369 K3YHX4.1 PF02485.20;Branch;
TRINITY_DN11600_c0_g1_i1	C4JHN9_UNCRE/634-728	8.4e-24	C4JHN9_UNCRE/634-728 C4JHN9.1 PF13646.5;HEAT_2;
TRINITY_DN13067_c0_g1_i1	M0S118_MUSAM/1-279	1.1e-44	M0S118_MUSAM/1-279 M0S118.1 PF00069.24;Pkinase;
TRINITY_DN14799_c0_g1_i1	M0SMU8_MUSAM/78-149	9.9e-33	M0SMU8_MUSAM/78-149 M0SMU8.1 PF07983.12;X8;
TRINITY_DN1725_c0_g1_i1	M0WCQ8_HORVD/7-160	8.4e-40	M0WCQ8_HORVD/7-160 M0WCQ8.1 PF00160.20;Pro_isomerase;
TRINITY_DN17905_c0_g2_i1	U5GMU0_POPTR/34-202	1.2e-51	U5GMU0_POPTR/34-202 U5GMU0.1 PF03637.16;Mob1_phocein;
TRINITY_DN18193_c0_g2_i1	A0A061E6Y6_THECC/1-315	3.2e-15	A0A061E6Y6_THECC/1-315 A0A061E6Y6.1 PF00067.21;p450;
TRINITY_DN21069_c0_g2_i1	M0UB25_MUSAM/19-167	6.0e-38	M0UB25_MUSAM/19-167 M0UB25.1 PF08613.10;Cyclin;
TRINITY_DN30389_c0_g2_i1	A0A067DRE1_CITSI/210-411	8.2e-19	A0A067DRE1_CITSI/210-411 A0A067DRE1.1 PF17177.3;PPR_long;
TRINITY_DN373_c1_g2_i1	M0RGH8_MUSAM/209-304	1.5e-33	M0RGH8_MUSAM/209-304 M0RGH8.1 PF00168.29;C2;
TRINITY_DN39641_c0_g1_i1	V7CWJ3_PHAVU/19-70	1.9e-20	V7CWJ3_PHAVU/19-70 V7CWJ3.1 PF00847.19;AP2;
TRINITY_DN47459_c0_g1_i1	A0A165YRM4_DAUCA/820-911	6.2e-19	A0A165YRM4_DAUCA/820-911 A0A165YRM4.1 PF11696.7;DUF3292;
TRINITY_DN51855_c0_g1_i1	M0U7B3_MUSAM/3-162	2.2e-11	M0U7B3_MUSAM/3-162 M0U7B3.1 PF08569.10;Mo25;
TRINITY_DN51876_c0_g1_i1	M0U181_MUSAM/270-540	3.5e-46	M0U181_MUSAM/270-540 M0U181.1 PF00702.25;Hydrolase;
TRINITY_DN59730_c0_g1_i1	M0U0B4_MUSAM/159-211	6.9e-10	M0U0B4_MUSAM/159-211 M0U0B4.1 PF04564.14;U-box;
TRINITY_DN7724_c0_g2_i1	A0A067FCN5_CITSI/12-132	2.2e-08	A0A067FCN5_CITSI/12-132 A0A067FCN5.1 PF12165.7;Alfin;
TRINITY_DN10215_c3_g1_i1	M1BPI1_SOLTU/444-687	4.3e-12	M1BPI1_SOLTU/444-687 M1BPI1.1 PF00078.26;RVT_1;
TRINITY_DN11009_c0_g1_i1	M0TKD6_MUSAM/1777-2103	1.6e-51	M0TKD6_MUSAM/1777-2103 M0TKD6.1 PF07992.13;Pyr_redox_2;
TRINITY_DN12753_c0_g2_i1	M0SBD6_MUSAM/7-354	1.1e-31	M0SBD6_MUSAM/7-354 M0SBD6.1 PF01137.20;RTC;
TRINITY_DN16416_c0_g1_i1	J3LFN7_ORYBR/1-180	3.4e-25	J3LFN7_ORYBR/1-180 J3LFN7.1 PF00348.16;polyprenyl_synt;
TRINITY_DN18075_c0_g1_i1	A0A0E0A334_9ORYZ/165-288	1.2e-14	A0A0E0A334_9ORYZ/165-288 A0A0E0A334.1 PF06418.13;CTP_synth_N;
TRINITY_DN18176_c0_g5_i1	S8CP76_9LAMI/253-505	4.9e-16	S8CP76_9LAMI/253-505 S8CP76.1 PF01031.19;Dynamin_M;
TRINITY_DN2168_c1_g1_i1	B9HRT8_POPTR/529-613	5.1e-21	B9HRT8_POPTR/529-613 B9HRT8.1 PF13193.5;AMP-binding_C;
TRINITY_DN23777_c0_g3_i1	W9QFU9_9ROSA/215-311	9.0e-10	W9QFU9_9ROSA/215-311 W9QFU9.1 PF00153.26;Mito_carr;
TRINITY_DN23971_c0_g1_i1	M0V9R1_HORVD/270-465	2.9e-40	M0V9R1_HORVD/270-465 M0V9R1.1 PF08244.11;Glyco_hydro_32C;
TRINITY_DN26892_c0_g3_i1	A0A0J8E839_BETVU/54-120	6.9e-10	A0A0J8E839_BETVU/54-120 A0A0J8E839.1 PF00240.22;ubiquitin;
TRINITY_DN32444_c0_g1_i1	M0TZ50_MUSAM/246-982	5.2e-50	M0TZ50_MUSAM/246-982 M0TZ50.1 PF00443.28;UCH;
TRINITY_DN49296_c0_g1_i1	M0TDQ1_MUSAM/216-346	6.5e-16	M0TDQ1_MUSAM/216-346 M0TDQ1.1 PF14703.5;PHM7_cyt;
TRINITY_DN61259_c0_g1_i1	U5GV52_POPTR/73-296	5.0e-08	U5GV52_POPTR/73-296 U5GV52.1 PF14291.5;DUF4371;
TRINITY_DN63052_c0_g1_i1	R0HXF4_9BRAS/222-280	3.8e-08	R0HXF4_9BRAS/222-280 R0HXF4.1 PF12174.7;RST;
TRINITY_DN773_c0_g2_i1	M0TBW0_MUSAM/370-442	1.0e-13	M0TBW0_MUSAM/370-442 M0TBW0.1 PF07983.12;X8;
TRINITY_DN8440_c0_g3_i3	A0A0D2PPS7_GOSRA/49-148	7.6e-33	A0A0D2PPS7_GOSRA/49-148 A0A0D2PPS7.1 PF00410.18;Ribosomal_S8;
TRINITY_DN9020_c0_g1_i1	U5G2Z3_POPTR/235-272	1.5e-09	U5G2Z3_POPTR/235-272 U5G2Z3.1 PF00514.22;Arm;
TRINITY_DN10634_c0_g2_i1	W9RF97_9ROSA/86-178	1.9e-12	W9RF97_9ROSA/86-178 W9RF97.1 PF10294.8;Methyltransf_16;
TRINITY_DN1069_c1_g1_i1	A0A0J8D1N5_BETVU/217-475	2.8e-11	A0A0J8D1N5_BETVU/217-475 A0A0J8D1N5.1 PF10477.8;EIF4E-T;
TRINITY_DN12408_c0_g1_i1	M0SAQ9_MUSAM/38-123	1.0e-16	M0SAQ9_MUSAM/38-123 M0SAQ9.1 PF00564.23;PB1;
TRINITY_DN12416_c0_g1_i1	M0THR2_MUSAM/299-344	7.9e-06	M0THR2_MUSAM/299-344 M0THR2.1 PF13041.5;PPR_2;
TRINITY_DN14062_c0_g1_i1	M0T6M0_MUSAM/1-141	1.4e-10	M0T6M0_MUSAM/1-141 M0T6M0.1 PF14009.5;DUF4228;
TRINITY_DN14535_c0_g5_i1	M5X5X1_PRUPE/178-304	3.2e-07	M5X5X1_PRUPE/178-304 M5X5X1.1 PF13359.5;DDE_Tnp_4;
TRINITY_DN14735_c0_g3_i1	M0SWH3_MUSAM/44-189	4.1e-10	M0SWH3_MUSAM/44-189 M0SWH3.1 PF03208.18;PRA1;
TRINITY_DN17540_c0_g1_i1	M0RUX9_MUSAM/32-133	4.6e-06	M0RUX9_MUSAM/32-133 M0RUX9.1 PF01453.23;B_lectin;
TRINITY_DN18462_c0_g2_i1	R0G8W4_9BRAS/212-261	2.0e-09	R0G8W4_9BRAS/212-261 R0G8W4.1 PF13041.5;PPR_2;
TRINITY_DN19748_c0_g4_i1	M0TDY4_MUSAM/912-1035	5.5e-07	M0TDY4_MUSAM/912-1035 M0TDY4.1 PF01453.23;B_lectin;
TRINITY_DN28333_c0_g1_i1	M0TXV8_MUSAM/156-356	1.6e-30	M0TXV8_MUSAM/156-356 M0TXV8.1 PF12819.6;Malectin_like;
TRINITY_DN29917_c0_g1_i1	J3MKJ6_ORYBR/244-411	6.4e-48	J3MKJ6_ORYBR/244-411 J3MKJ6.1 PF00650.19;CRAL_TRIO;
TRINITY_DN34618_c0_g2_i1	M0S8Y5_MUSAM/1-275	5.8e-41	M0S8Y5_MUSAM/1-275 M0S8Y5.1 PF07034.10;ORC3_N;
TRINITY_DN36036_c0_g1_i1	S8C4J6_9LAMI/37-98	5.0e-08	S8C4J6_9LAMI/37-98 S8C4J6.1 PF00170.20;bZIP_1;
TRINITY_DN3725_c1_g2_i1	M0S9P1_MUSAM/36-178	1.1e-10	M0S9P1_MUSAM/36-178 M0S9P1.1 PF10075.8;CSN8_PSD8_EIF3K;
TRINITY_DN39697_c0_g2_i1	A0A0L9VTI8_PHAAN/410-642	4.8e-19	A0A0L9VTI8_PHAAN/410-642 A0A0L9VTI8.1 PF01201.21;Ribosomal_S8e;
TRINITY_DN49841_c0_g1_i1	M0SHR1_MUSAM/461-579	2.9e-32	M0SHR1_MUSAM/461-579 M0SHR1.1 PF01740.20;STAS;
TRINITY_DN56126_c0_g1_i1	M0SY85_MUSAM/33-179	9.3e-23	M0SY85_MUSAM/33-179 M0SY85.1 PF04043.14;PMEI;
TRINITY_DN57090_c0_g1_i1	A0A096PW65_MAIZE/95-170	9.7e-12	A0A096PW65_MAIZE/95-170 A0A096PW65.1 PF13424.5;TPR_12;
TRINITY_DN60836_c0_g1_i1	M0TC26_MUSAM/8-134	2.1e-51	M0TC26_MUSAM/8-134 M0TC26.1 PF02365.14;NAM;
TRINITY_DN8915_c0_g3_i1	M0U275_MUSAM/2-200	1.0e-16	M0U275_MUSAM/2-200 M0U275.1 PF06045.10;Rhamnogal_lyase;
TRINITY_DN10560_c0_g1_i1	M0T294_MUSAM/15-185	3.4e-25	M0T294_MUSAM/15-185 M0T294.1 PF12999.6;PRKCSH-like;
TRINITY_DN15642_c0_g2_i1	M0T3U9_MUSAM/768-896	5.2e-18	M0T3U9_MUSAM/768-896 M0T3U9.1 PF02893.19;GRAM;
TRINITY_DN17581_c0_g1_i1	M0SLI7_MUSAM/163-451	2.3e-34	M0SLI7_MUSAM/163-451 M0SLI7.1 PF13839.5;PC-Esterase;
TRINITY_DN17707_c0_g1_i2	V7ARC6_PHAVU/1055-1104	3.0e-21	V7ARC6_PHAVU/1055-1104 V7ARC6.1 PF00628.28;PHD;
TRINITY_DN17856_c0_g2_i1	A0A061DW41_THECC/105-175	9.0e-10	A0A061DW41_THECC/105-175 A0A061DW41.1 PF13450.5;NAD_binding_8;
TRINITY_DN23460_c0_g1_i1	C5X674_SORBI/57-224	9.2e-23	C5X674_SORBI/57-224 C5X674.1 PF12638.6;Staygreen;
TRINITY_DN23760_c0_g2_i1	M0TD04_MUSAM/70-507	3.3e-44	M0TD04_MUSAM/70-507 M0TD04.1 PF13520.5;AA_permease_2;
TRINITY_DN25288_c0_g1_i1	A0A061EJR6_THECC/367-610	1.9e-12	A0A061EJR6_THECC/367-610 A0A061EJR6.1 PF07727.13;RVT_2;
TRINITY_DN26246_c0_g1_i1	M0TI92_MUSAM/190-506	7.2e-52	M0TI92_MUSAM/190-506 M0TI92.1 PF00443.28;UCH;
TRINITY_DN27369_c0_g1_i5	M0SK50_MUSAM/35-463	3.1e-10	M0SK50_MUSAM/35-463 M0SK50.1 PF00450.21;Peptidase_S10;
TRINITY_DN27369_c0_g1_i5	M0SK50_MUSAM/35-463	1.1e-04	M0SK50_MUSAM/35-463 M0SK50.1 PF00450.21;Peptidase_S10;
TRINITY_DN28675_c0_g1_i1	M0SHD7_MUSAM/312-392	1.3e-08	M0SHD7_MUSAM/312-392 M0SHD7.1 PF05699.13;Dimer_Tnp_hAT;
TRINITY_DN29256_c0_g2_i2	M0T890_MUSAM/101-236	1.2e-33	M0T890_MUSAM/101-236 M0T890.1 PF03364.19;Polyketide_cyc;
TRINITY_DN30289_c0_g1_i1	G7J3U5_MEDTR/29-154	1.7e-48	G7J3U5_MEDTR/29-154 G7J3U5.1 PF01477.22;PLAT;
TRINITY_DN3137_c1_g1_i1	M0U5I3_MUSAM/1-106	7.1e-07	M0U5I3_MUSAM/1-106 M0U5I3.1 PF07899.10;Frigida;
TRINITY_DN33144_c0_g1_i1	W1PW10_AMBTC/153-213	7.8e-06	W1PW10_AMBTC/153-213 W1PW10.1 PF00536.29;SAM_1;
TRINITY_DN52389_c1_g1_i1	W1PEB3_AMBTC/37-140	9.3e-07	W1PEB3_AMBTC/37-140 W1PEB3.1 PF01453.23;B_lectin;
TRINITY_DN52989_c0_g1_i1	M0U7C3_MUSAM/48-274	1.7e-40	M0U7C3_MUSAM/48-274 M0U7C3.1 PF00141.22;peroxidase;
TRINITY_DN60938_c0_g1_i1	A0A151T5R4_CAJCA/878-1121	1.6e-22	A0A151T5R4_CAJCA/878-1121 A0A151T5R4.1 PF07727.13;RVT_2;
TRINITY_DN6194_c0_g1_i1	W9S0X8_9ROSA/2-148	7.6e-09	W9S0X8_9ROSA/2-148 W9S0X8.1 PF02775.20;TPP_enzyme_C;
TRINITY_DN62835_c0_g1_i1	M0TCZ1_MUSAM/9-272	2.2e-08	M0TCZ1_MUSAM/9-272 M0TCZ1.1 PF00149.27;Metallophos;
TRINITY_DN6850_c0_g1_i1	MAF1_SOLLC/25-119	5.4e-15	MAF1_SOLLC/25-119 Q9M7N6.1 PF13943.5;WPP;
TRINITY_DN13774_c0_g1_i1	M0RX28_MUSAM/9-73	3.4e-17	M0RX28_MUSAM/9-73 M0RX28.1 PF13499.5;EF-hand_7;
TRINITY_DN15377_c0_g2_i1	M0TFX4_MUSAM/15-249	8.9e-42	M0TFX4_MUSAM/15-249 M0TFX4.1 PF07343.10;DUF1475;
TRINITY_DN16424_c0_g1_i1	M0S1G7_MUSAM/7-97	3.2e-15	M0S1G7_MUSAM/7-97 M0S1G7.1 PF02970.15;TBCA;
TRINITY_DN16825_c0_g1_i1	A0A0E0QBF7_ORYRU/98-421	4.1e-31	A0A0E0QBF7_ORYRU/98-421 A0A0E0QBF7.1 PF00201.17;UDPGT;
TRINITY_DN19047_c0_g1_i1	A0A067LFG9_JATCU/97-149	2.1e-19	A0A067LFG9_JATCU/97-149 A0A067LFG9.1 PF13833.5;EF-hand_8;
TRINITY_DN19058_c0_g1_i1	M0S549_MUSAM/361-566	9.5e-44	M0S549_MUSAM/361-566 M0S549.1 PF01061.23;ABC2_membrane;
TRINITY_DN19833_c1_g1_i1	A0A0D2S941_GOSRA/203-340	1.4e-07	A0A0D2S941_GOSRA/203-340 A0A0D2S941.1 PF06414.11;Zeta_toxin;
TRINITY_DN21311_c0_g3_i1	A0A0A0LC69_CUCSA/93-229	1.3e-16	A0A0A0LC69_CUCSA/93-229 A0A0A0LC69.1 PF00581.19;Rhodanese;
TRINITY_DN21436_c0_g1_i2	M0SSX2_MUSAM/193-434	4.0e-50	M0SSX2_MUSAM/193-434 M0SSX2.1 PF07059.11;DUF1336;
TRINITY_DN21908_c0_g2_i1	W1P7B9_AMBTC/36-190	1.4e-31	W1P7B9_AMBTC/36-190 W1P7B9.1 PF16639.4;Apocytochr_F_N;
TRINITY_DN24022_c0_g2_i1	M5VWG7_PRUPE/209-351	1.9e-23	M5VWG7_PRUPE/209-351 M5VWG7.1 PF17177.3;PPR_long;
TRINITY_DN24992_c0_g2_i1	PP337_ARATH/339-474	3.5e-22	PP337_ARATH/339-474 Q9SB36.1 PF17177.3;PPR_long;
TRINITY_DN26255_c0_g2_i1	M0TL13_MUSAM/59-352	3.3e-12	M0TL13_MUSAM/59-352 M0TL13.1 PF01095.18;Pectinesterase;
TRINITY_DN33035_c0_g2_i1	W9RAE4_9ROSA/1-147	1.2e-22	W9RAE4_9ROSA/1-147 W9RAE4.1 PF07727.13;RVT_2;
TRINITY_DN38957_c1_g4_i1	M0SBS3_MUSAM/71-265	1.9e-20	M0SBS3_MUSAM/71-265 M0SBS3.1 PF05910.11;DUF868;
