gene	kegg_id	kegg_evalue	kegg_description
TRINITY_DN52781_c0_g1_i1	obr:102714020	8.0e-07	obr:102714020 nudix hydrolase 19, chloroplastic-like; K03426 NAD+ diphosphatase [EC:3.6.1.22]
TRINITY_DN5691_c2_g1_i1	egu:105048001	2.1e-47	egu:105048001 T-complex protein 1 subunit gamma-like; K09495 T-complex protein 1 subunit gamma
TRINITY_DN57209_c0_g1_i1	egu:105044619	1.6e-07	egu:105044619 E3 ubiquitin-protein ligase RLIM-like; K10635 E3 ubiquitin-protein ligase Arkadia [EC:2.3.2.27]
TRINITY_DN59898_c0_g1_i1	egr:104437758	3.2e-11	egr:104437758 aspartate aminotransferase, cytoplasmic-like; K14454 aspartate aminotransferase, cytoplasmic [EC:2.6.1.1]
TRINITY_DN62686_c0_g1_i1	mus:104000230	5.2e-30	mus:104000230 3-phosphoinositide-dependent protein kinase 2-like; K06276 3-phosphoinositide dependent protein kinase-1 [EC:2.7.11.1]
TRINITY_DN64729_c0_g1_i1	sita:101766098	5.7e-13	sita:101766098 cytochrome P450 734A6-like; K15639 PHYB activation tagged suppressor 1 [EC:1.14.-.-]
TRINITY_DN8811_c0_g1_i1	obr:102703127	5.2e-14	obr:102703127 RNA polymerase sigma factor sigC-like; K03086 RNA polymerase primary sigma factor
TRINITY_DN8859_c1_g1_i1	egr:104438365	6.8e-22	egr:104438365 uncharacterized LOC104438365; K08869 aarF domain-containing kinase
TRINITY_DN9093_c0_g1_i1	pda:103723666	1.3e-12	pda:103723666 MLO-like protein 1; K08472 mlo protein
TRINITY_DN11906_c0_g3_i1	pda:103704631	6.1e-31	pda:103704631 regulator of nonsense transcripts 1 homolog; K14326 regulator of nonsense transcripts 1 [EC:3.6.4.-]
TRINITY_DN13276_c1_g1_i1	mus:103978965	2.1e-15	mus:103978965 ubiquitin-like-specific protease ESD4 isoform X1; K08592 sentrin-specific protease 1 [EC:3.4.22.68]
TRINITY_DN16544_c0_g1_i1	sly:101256357	2.2e-44	sly:101256357 ras-related protein RABA1f-like; K07904 Ras-related protein Rab-11A
TRINITY_DN17687_c0_g1_i1	vvi:100240940	1.9e-48	vvi:100240940 kinesin-13A; K10393 kinesin family member 2/24
TRINITY_DN17737_c0_g4_i1	mus:103971112	4.0e-06	mus:103971112 OTU domain-containing protein At3g57810-like isoform X1; K18342 OTU domain-containing protein 6 [EC:3.4.19.12]
TRINITY_DN18462_c0_g1_i1	rcu:RCOM_0340700	2.5e-08	rcu:RCOM_0340700 Cell division protein ftsH, putative (EC:3.6.4.3); K03798 cell division protease FtsH [EC:3.4.24.-]
TRINITY_DN20954_c0_g1_i1	egu:105045328	2.2e-44	egu:105045328 probable calcium-transporting ATPase 5, plasma membrane-type; K01537 Ca2+-transporting ATPase [EC:3.6.3.8]
TRINITY_DN21060_c0_g1_i1	mus:103989060	3.7e-12	mus:103989060 exocyst complex component SEC5B-like; K17637 exocyst complex component 2
TRINITY_DN22773_c0_g2_i1	egu:105041903	6.8e-22	egu:105041903 DNA polymerase epsilon subunit 2; K02325 DNA polymerase epsilon subunit 2 [EC:2.7.7.7]
TRINITY_DN23772_c0_g4_i1	pxb:103929775	6.4e-12	pxb:103929775 CBL-interacting serine/threonine-protein kinase 4-like; K12761 carbon catabolite-derepressing protein kinase [EC:2.7.11.1]
TRINITY_DN25775_c0_g3_i1	ppp:PHYPADRAFT_205089	1.6e-10	ppp:PHYPADRAFT_205089 hypothetical protein; K13418 somatic embryogenesis receptor kinase 1 [EC:2.7.10.1 2.7.11.1]
TRINITY_DN2632_c0_g1_i1	atr:18432463	3.4e-50	atr:18432463 2,3-bisphosphoglycerate-independent phosphoglycerate mutase; K15633 2,3-bisphosphoglycerate-independent phosphoglycerate mutase [EC:5.4.2.12]
TRINITY_DN33696_c0_g1_i1	jcu:105631569	6.1e-15	jcu:105631569 ATP-dependent Clp protease ATP-binding subunit clpX-like, mitochondrial; K03544 ATP-dependent Clp protease ATP-binding subunit ClpX
TRINITY_DN36964_c0_g2_i1	mdm:103446660	2.8e-23	mdm:103446660 mitochondrial import inner membrane translocase subunit TIM22-4-like; K17790 mitochondrial import inner membrane translocase subunit TIM22
TRINITY_DN39563_c0_g1_i1	pda:103698139	1.2e-23	pda:103698139 IAA-amino acid hydrolase ILR1-like 6; K14664 IAA-amino acid hydrolase [EC:3.5.1.-]
TRINITY_DN39779_c0_g1_i1	mus:103973178	8.0e-23	mus:103973178 ATP-dependent Clp protease proteolytic subunit 2, mitochondrial-like; K01358 ATP-dependent Clp protease, protease subunit [EC:3.4.21.92]
TRINITY_DN45096_c0_g1_i1	tcc:TCM_026453	1.1e-08	tcc:TCM_026453 TATA binding protein 2; K03120 transcription initiation factor TFIID TATA-box-binding protein
TRINITY_DN48866_c0_g1_i1	mus:103981125	1.3e-36	mus:103981125 dihydroflavonol-4-reductase-like; K13082 bifunctional dihydroflavonol 4-reductase/flavanone 4-reductase [EC:1.1.1.219 1.1.1.234]
TRINITY_DN49315_c0_g3_i1	mus:103981532	2.9e-41	mus:103981532 probable indole-3-acetic acid-amido synthetase GH3.5; K14506 jasmonic acid-amino synthetase
TRINITY_DN57777_c0_g1_i1	osa:4331066	1.5e-32	osa:4331066 Os02g0805600; K00344 NADPH2:quinone reductase [EC:1.6.5.5]
TRINITY_DN57932_c0_g1_i1	bdi:100836554	1.1e-08	bdi:100836554 CBL-interacting protein kinase 19; K07198 5'-AMP-activated protein kinase, catalytic alpha subunit [EC:2.7.11.11]
TRINITY_DN8067_c0_g1_i1	mus:103977268	4.0e-14	mus:103977268 60S ribosomal protein L22-2-like; K02891 large subunit ribosomal protein L22e
TRINITY_DN8502_c0_g1_i1	pda:103704456	7.0e-27	pda:103704456 eukaryotic translation initiation factor 6-2-like; K03264 translation initiation factor 6
TRINITY_DN1307_c1_g2_i1	egr:104426816	6.5e-49	egr:104426816 GTP-binding protein SAR1A; K07953 GTP-binding protein SAR1 [EC:3.6.5.-]
TRINITY_DN13227_c0_g1_i4	mdm:103447297	4.3e-08	mdm:103447297 probable WRKY transcription factor 26; K13424 WRKY transcription factor 33
TRINITY_DN14941_c0_g1_i1	mus:103972461	1.0e-14	mus:103972461 uncharacterized protein LOC103972461; K14400 pre-mRNA cleavage complex 2 protein Pcf11
TRINITY_DN18759_c0_g1_i1	mus:103973460	7.0e-43	mus:103973460 histidine kinase 3-like isoform X1; K14489 arabidopsis histidine kinase 2/3/4 (cytokinin receptor) [EC:2.7.13.3]
TRINITY_DN19146_c0_g1_i1	obr:102710531	1.4e-06	obr:102710531 acetyl-CoA acetyltransferase, cytosolic 1-like; K00626 acetyl-CoA C-acetyltransferase [EC:2.3.1.9]
TRINITY_DN19620_c2_g3_i1	mus:103977157	8.0e-07	mus:103977157 3-ketoacyl-CoA synthase 10-like; K15397 3-ketoacyl-CoA synthase [EC:2.3.1.199]
TRINITY_DN20434_c0_g1_i1	mtr:MTR_1g102030	2.0e-18	mtr:MTR_1g102030 Phosphoglucomutase; K01835 phosphoglucomutase [EC:5.4.2.2]
TRINITY_DN22264_c0_g1_i1	mus:103982715	2.3e-14	mus:103982715 kinesin-4-like; K10406 kinesin family member C2/C3
TRINITY_DN23319_c0_g4_i1	egu:105052561	2.9e-41	egu:105052561 cellulose synthase-like protein D5; K00770 1,4-beta-D-xylan synthase [EC:2.4.2.24]
TRINITY_DN24199_c0_g1_i1	osa:4335944	1.7e-33	osa:4335944 Os04g0443300; K01179 endoglucanase [EC:3.2.1.4]
TRINITY_DN24716_c0_g1_i1	pda:103707247	2.8e-28	pda:103707247 probable E3 ubiquitin-protein ligase BAH1-like 1; K16275 E3 ubiquitin-protein ligase BAH [EC:2.3.2.27]
TRINITY_DN25150_c0_g1_i1	mus:103970333	1.0e-46	mus:103970333 legumain-like; K01369 legumain [EC:3.4.22.34]
TRINITY_DN30605_c0_g2_i1	pmum:103334684	2.6e-21	pmum:103334684 disease resistance protein RPM1-like; K13457 disease resistance protein RPM1
TRINITY_DN33304_c0_g2_i1	mdm:103432668	2.0e-10	mdm:103432668 poly [ADP-ribose] polymerase 2-like; K10798 poly [ADP-ribose] polymerase [EC:2.4.2.30]
TRINITY_DN35809_c0_g2_i1	pmum:103334684	2.6e-29	pmum:103334684 disease resistance protein RPM1-like; K13457 disease resistance protein RPM1
TRINITY_DN35811_c0_g1_i3	ath:AT2G05710	1.9e-08	ath:AT2G05710 ACO3; aconitate hydratase 3; K01681 aconitate hydratase [EC:4.2.1.3]
TRINITY_DN44862_c0_g1_i1	sbi:SORBI_09g026950	3.4e-13	sbi:SORBI_09g026950 SORBIDRAFT_09g026950, Sb09g026950; hypothetical protein; K04799 flap endonuclease-1 [EC:3.-.-.-]
TRINITY_DN58078_c0_g1_i1	mus:103979884	2.4e-27	mus:103979884 calcium-dependent protein kinase 8-like; K13412 calcium-dependent protein kinase [EC:2.7.11.1]
TRINITY_DN58863_c0_g1_i1	mus:103987162	1.8e-35	mus:103987162 vacuolar amino acid transporter 1; K15015 solute carrier family 32 (vesicular inhibitory amino acid transporter)
TRINITY_DN5950_c0_g1_i1	mtr:MTR_1g101870	7.3e-16	mtr:MTR_1g101870 Elongation factor 1-alpha; K03231 elongation factor 1-alpha
TRINITY_DN59784_c0_g1_i1	mus:103977806	1.5e-08	mus:103977806 rab3 GTPase-activating protein catalytic subunit isoform X1; K18270 Rab3 GTPase-activating protein catalytic subunit
TRINITY_DN59784_c0_g1_i1	mus:103977806	1.9e-08	mus:103977806 rab3 GTPase-activating protein catalytic subunit isoform X1; K18270 Rab3 GTPase-activating protein catalytic subunit
TRINITY_DN61182_c0_g1_i1	bvg:809515	1.4e-48	bvg:809515 cox3, BevupMp114; cytochrome c oxidase subunit 3; K02262 cytochrome c oxidase subunit 3
TRINITY_DN6661_c0_g1_i1	mus:103977820	3.0e-09	mus:103977820 probable nucleoredoxin 1; K17609 nucleoredoxin [EC:1.8.1.8]
TRINITY_DN9227_c0_g1_i1	mus:103968499	1.0e-14	mus:103968499 calnexin homolog; K08054 calnexin
TRINITY_DN10153_c0_g3_i1	mus:103980166	2.0e-18	mus:103980166 cell division control protein 48 homolog C; K14571 ribosome biogenesis ATPase
TRINITY_DN10361_c0_g1_i1	mus:103994516	1.1e-48	mus:103994516 dynamin-2A-like; K01528 dynamin GTPase [EC:3.6.5.5]
TRINITY_DN12302_c2_g1_i1	cit:102630468	3.5e-10	cit:102630468 probable disease resistance protein At1g12280-like; K13459 disease resistance protein RPS2
TRINITY_DN12838_c0_g1_i1	mus:103976950	1.3e-38	mus:103976950 sister chromatid cohesion protein PDS5 homolog A-like; K11267 sister chromatid cohesion protein PDS5
TRINITY_DN13677_c0_g1_i1	mdm:103434403	1.3e-44	mdm:103434403 ras-related protein RABE1a-like; K07901 Ras-related protein Rab-8A
TRINITY_DN19148_c0_g1_i1	mus:103969011	5.1e-38	mus:103969011 lipid phosphate phosphatase gamma, chloroplastic-like; K07252 dolichyldiphosphatase [EC:3.6.1.43]
TRINITY_DN20835_c0_g2_i1	pop:POPTR_0003s21920g	2.5e-16	pop:POPTR_0003s21920g hypothetical protein; K04733 interleukin-1 receptor-associated kinase 4 [EC:2.7.11.1]
TRINITY_DN22229_c0_g1_i1	mus:103971563	2.5e-21	mus:103971563 pectinesterase-like; K01051 pectinesterase [EC:3.1.1.11]
TRINITY_DN23693_c0_g3_i1	cit:102612131	2.3e-06	cit:102612131 callose synthase 9-like; K11000 callose synthase [EC:2.4.1.-]
TRINITY_DN27717_c0_g6_i1	mus:103980298	8.2e-20	mus:103980298 centromere-associated protein E isoform X1; K11498 centromeric protein E
TRINITY_DN27774_c0_g1_i1	pop:POPTR_0002s22180g	1.4e-22	pop:POPTR_0002s22180g POPTRDRAFT_1072758; hypothetical protein; K18834 WRKY transcription factor 1
TRINITY_DN32936_c0_g1_i1	mus:103987126	5.3e-51	mus:103987126 serine hydroxymethyltransferase 4; K00600 glycine hydroxymethyltransferase [EC:2.1.2.1]
TRINITY_DN33870_c1_g1_i1	mus:103985794	4.8e-44	mus:103985794 actin-depolymerizing factor 5-like; K05765 cofilin
TRINITY_DN34546_c0_g1_i1	mus:103976454	1.8e-43	mus:103976454 heat shock 70 kDa protein 14-like; K09489 heat shock 70kDa protein 4
TRINITY_DN37421_c0_g3_i1	egu:105046384	6.1e-31	egu:105046384 protein NRT1/ PTR FAMILY 5.6; K14638 solute carrier family 15 (peptide/histidine transporter), member 3/4
TRINITY_DN42203_c0_g1_i1	mus:103985264	9.7e-29	mus:103985264 uncharacterized protein LOC103985264 isoform X1; K09527 DnaJ homolog subfamily C member 7
TRINITY_DN50754_c1_g1_i1	mdm:103423647	9.4e-16	mdm:103423647 cyanogenic beta-glucosidase-like; K01188 beta-glucosidase [EC:3.2.1.21]
TRINITY_DN5563_c0_g2_i1	sita:101754459	5.2e-06	sita:101754459 BTB/POZ domain-containing protein At1g30440; K03294 basic amino acid/polyamine antiporter, APA family
TRINITY_DN59310_c0_g1_i1	pda:103713334	8.4e-49	pda:103713334 glutamate synthase 1 [NADH], chloroplastic; K00264 glutamate synthase (NADPH/NADH) [EC:1.4.1.13 1.4.1.14]
TRINITY_DN61_c9_g1_i1	mus:103993433	5.1e-14	mus:103993433 probable galacturonosyltransferase 7; K13648 alpha-1,4-galacturonosyltransferase [EC:2.4.1.43]
TRINITY_DN665_c1_g1_i1	mus:104000426	3.8e-41	mus:104000426 chaperonin CPN60-2, mitochondrial; K04077 chaperonin GroEL
TRINITY_DN13224_c0_g1_i1	pop:POPTR_0006s08970g	1.4e-19	pop:POPTR_0006s08970g POPTRDRAFT_762394; hypothetical protein; K04730 interleukin-1 receptor-associated kinase 1 [EC:2.7.11.1]
TRINITY_DN1337_c0_g1_i1	mus:103975422	1.7e-09	mus:103975422 EIN3-binding F-box protein 1-like; K14515 EIN3-binding F-box protein
TRINITY_DN17475_c0_g1_i1	mus:103989692	3.7e-36	mus:103989692 probable ATP-dependent DNA helicase HFM1; K15271 ATP-dependent DNA helicase HFM1/MER3 [EC:3.6.4.12]
TRINITY_DN19150_c0_g2_i1	ath:AT4G13310	1.8e-11	ath:AT4G13310 CYP71A20; cytochrome P450 71A20; K00517 
TRINITY_DN19429_c0_g2_i1	mus:103973640	2.9e-17	mus:103973640 AP2-like ethylene-responsive transcription factor TOE3 isoform X1; K09284 AP2-like factor, euAP2 lineage
TRINITY_DN23770_c0_g6_i1	egu:105061293	6.7e-14	egu:105061293 AP2-like ethylene-responsive transcription factor ANT; K09285 AP2-like factor, ANT lineage
TRINITY_DN23827_c0_g1_i1	pmum:103323434	1.1e-16	pmum:103323434 ABC transporter B family member 11-like; K05658 ATP-binding cassette, subfamily B (MDR/TAP), member 1 [EC:3.6.3.44]
TRINITY_DN25736_c0_g1_i1	vcn:VOLCADRAFT_106026	1.2e-07	vcn:VOLCADRAFT_106026 psbx; hypothetical protein; K02259 cytochrome c oxidase assembly protein subunit 15
TRINITY_DN27753_c0_g1_i1	pxb:103934909	1.6e-28	pxb:103934909 short-chain dehydrogenase TIC 32, chloroplastic-like; K19329 WW domain-containing oxidoreductase
TRINITY_DN28429_c0_g1_i1	egu:105044720	4.2e-08	egu:105044720 probable disease resistance protein At1g12280; K13459 disease resistance protein RPS2
TRINITY_DN32488_c0_g1_i1	egu:105034257	2.2e-25	egu:105034257 cytokinin dehydrogenase 3-like; K00279 cytokinin dehydrogenase [EC:1.5.99.12]
TRINITY_DN37542_c0_g1_i1	mus:103977987	3.0e-22	mus:103977987 lysophospholipid acyltransferase 1-like; K13519 lysophospholipid acyltransferase [EC:2.3.1.51 2.3.1.23 2.3.1.-]
TRINITY_DN43268_c0_g1_i1	fve:101310217	1.1e-40	fve:101310217 puromycin-sensitive aminopeptidase; K01256 aminopeptidase N [EC:3.4.11.2]
TRINITY_DN47187_c0_g1_i1	smo:SELMODRAFT_183216	2.0e-34	smo:SELMODRAFT_183216 DL1A-1; hypothetical protein; K01528 dynamin GTPase [EC:3.6.5.5]
TRINITY_DN47352_c1_g2_i1	mtr:MTR_7g111650	3.7e-12	mtr:MTR_7g111650 ATP-binding domain-containing protein; K06927 diphthine-ammonia ligase [EC:6.3.1.14]
TRINITY_DN61592_c0_g1_i1	mus:103983939	1.7e-33	mus:103983939 clustered mitochondria protein homolog {ECO:0000255|HAMAP-Rule:MF_03013}; K03255 protein TIF31
TRINITY_DN62332_c0_g1_i1	eus:EUTSA_v10005326mg	2.1e-15	eus:EUTSA_v10005326mg hypothetical protein; K09286 EREBP-like factor
TRINITY_DN687_c1_g1_i1	mus:103971850	2.8e-52	mus:103971850 succinate dehydrogenase [ubiquinone] iron-sulfur subunit 1, mitochondrial-like; K00235 succinate dehydrogenase (ubiquinone) iron-sulfur subunit [EC:1.3.5.1]
TRINITY_DN7020_c0_g1_i1	mus:103977272	7.9e-39	mus:103977272 E3 ubiquitin-protein ligase UPL3-like isoform X1; K10590 E3 ubiquitin-protein ligase TRIP12 [EC:2.3.2.26]
TRINITY_DN8041_c0_g1_i3	pop:POPTR_0002s14360g	3.9e-30	pop:POPTR_0002s14360g POPTRDRAFT_816547; t-complex polypeptide 1 family protein; K09493 T-complex protein 1 subunit alpha
TRINITY_DN10953_c0_g1_i1	mus:103987964	4.3e-45	mus:103987964 respiratory burst oxidase homolog protein B-like isoform X1; K13447 respiratory burst oxidase [EC:1.6.3.- 1.11.1.-]
TRINITY_DN13242_c0_g1_i1	egu:105053930	1.3e-25	egu:105053930 probable 1-deoxy-D-xylulose-5-phosphate synthase 2, chloroplastic; K01662 1-deoxy-D-xylulose-5-phosphate synthase [EC:2.2.1.7]
TRINITY_DN13409_c0_g3_i1	mus:103999493	8.0e-07	mus:103999493 urease accessory protein D isoform X1; K03190 urease accessory protein
TRINITY_DN13813_c0_g1_i1	egu:105042458	1.0e-14	egu:105042458 MATE efflux family protein 5; K03327 multidrug resistance protein, MATE family
TRINITY_DN15055_c0_g1_i1	zma:845197	1.8e-11	zma:845197 psaI, ZemaCp033; psaI; K02696 photosystem I subunit VIII
TRINITY_DN19606_c0_g2_i1	csv:101221996	1.1e-32	csv:101221996 protein NRT1/ PTR FAMILY 4.4; K14638 solute carrier family 15 (peptide/histidine transporter), member 3/4
TRINITY_DN19748_c0_g3_i1	pper:PRUPE_ppa018740mg	2.5e-24	pper:PRUPE_ppa018740mg hypothetical protein; K04733 interleukin-1 receptor-associated kinase 4 [EC:2.7.11.1]
TRINITY_DN19964_c0_g2_i1	mus:103970133	1.6e-39	mus:103970133 G2/mitotic-specific cyclin-2-like; K05868 cyclin B
TRINITY_DN23202_c0_g2_i1	sita:101752872	1.2e-10	sita:101752872 uncharacterized LOC101752872; K01455 formamidase [EC:3.5.1.49]
TRINITY_DN24438_c0_g1_i1	mus:103979998	2.2e-49	mus:103979998 DNA-directed RNA polymerase 1B, mitochondrial-like; K10908 DNA-directed RNA polymerase, mitochondrial [EC:2.7.7.6]
TRINITY_DN24813_c0_g1_i1	mus:103990398	1.1e-21	mus:103990398 abscisic acid 8'-hydroxylase 1-like; K09843 (+)-abscisic acid 8'-hydroxylase [EC:1.14.13.93]
TRINITY_DN25946_c0_g2_i1	mus:103990156	1.7e-20	mus:103990156 probable mediator of RNA polymerase II transcription subunit 37c; K03283 heat shock 70kDa protein 1/8; K06758 L1 cell adhesion molecule like protein
TRINITY_DN30181_c0_g1_i1	egu:105056173	1.6e-07	egu:105056173 disease resistance protein RPS2-like; K13459 disease resistance protein RPS2
TRINITY_DN38141_c0_g1_i1	mus:103973932	1.8e-22	mus:103973932 caffeic acid 3-O-methyltransferase-like; K13066 caffeic acid 3-O-methyltransferase [EC:2.1.1.68]
TRINITY_DN44106_c0_g1_i1	mtr:MTR_8g091830	4.8e-12	mtr:MTR_8g091830 Transcription factor tfiiib component; K15198 transcription factor TFIIIB component B''
TRINITY_DN46328_c0_g1_i1	smo:SELMODRAFT_441340	4.2e-08	smo:SELMODRAFT_441340 hypothetical protein; K01062 platelet-activating factor acetylhydrolase [EC:3.1.1.47]
TRINITY_DN59491_c0_g1_i1	sly:101268564	5.5e-16	sly:101268564 probable LRR receptor-like serine/threonine-protein kinase RPK1; K04730 interleukin-1 receptor-associated kinase 1 [EC:2.7.11.1]
TRINITY_DN59548_c0_g1_i1	sita:101754459	3.5e-10	sita:101754459 BTB/POZ domain-containing protein At1g30440; K03294 basic amino acid/polyamine antiporter, APA family
TRINITY_DN64938_c0_g1_i1	eus:EUTSA_v10001670mg	2.2e-20	eus:EUTSA_v10001670mg hypothetical protein; K02953 small subunit ribosomal protein S13e
TRINITY_DN7962_c0_g1_i1	mus:103985804	2.2e-33	mus:103985804 enolase-like; K01689 enolase [EC:4.2.1.11]
TRINITY_DN8882_c0_g1_i1	mus:103988630	6.5e-09	mus:103988630 probable bifunctional methylthioribulose-1-phosphate dehydratase/enolase-phosphatase E1 1 {ECO:0000255|HAMAP-Rule:MF_03118} isoform X1; K16054 methylthioribulose 1-phosphate dehydratase / enolase-phosphatase E1 [EC:4.2.1.109 3.1.3.77]
TRINITY_DN1435_c1_g1_i1	mus:103988332	3.4e-18	mus:103988332 probable protein phosphatase 2C 71; K17508 
TRINITY_DN16790_c0_g1_i1	mus:103983252	6.6e-46	mus:103983252 DEAD-box ATP-dependent RNA helicase 7-like; K16911 ATP-dependent RNA helicase DDX21 [EC:3.6.4.13]
TRINITY_DN18765_c0_g2_i1	mus:103968666	9.0e-19	mus:103968666 cyclin-D4-1-like; K18810 cyclin D1/2/4, plant
TRINITY_DN21207_c0_g3_i1	pxb:103943992	6.9e-19	pxb:103943992 beta-galactosidase; K12309 beta-galactosidase [EC:3.2.1.23]
TRINITY_DN22800_c0_g2_i1	pda:103701163	1.1e-37	pda:103701163 1,4-alpha-glucan-branching enzyme, chloroplastic/amyloplastic-like; K00700 1,4-alpha-glucan branching enzyme [EC:2.4.1.18]
TRINITY_DN23746_c0_g2_i1	obr:102705034	2.4e-08	obr:102705034 anthocyanidin reductase-like; K08695 anthocyanidin reductase [EC:1.3.1.77]
TRINITY_DN23763_c0_g1_i1	mus:103989129	2.0e-26	mus:103989129 putative ABC transporter B family member 8; K05658 ATP-binding cassette, subfamily B (MDR/TAP), member 1 [EC:3.6.3.44]
TRINITY_DN25404_c0_g1_i1	rcu:RCOM_1500450	1.8e-06	rcu:RCOM_1500450 peroxisomal biogenesis factor, putative; K13352 peroxin-11B
TRINITY_DN27217_c0_g1_i1	obr:102716849	5.8e-10	obr:102716849 peroxidase 4-like; K00430 peroxidase [EC:1.11.1.7]
TRINITY_DN28428_c0_g1_i1	gmx:100804708	9.3e-08	gmx:100804708 BRASSINOSTEROID INSENSITIVE 1-associated receptor kinase 1-like; K13416 brassinosteroid insensitive 1-associated receptor kinase 1 [EC:2.7.10.1 2.7.11.1]
TRINITY_DN28812_c0_g2_i1	mdm:103425146	3.3e-13	mdm:103425146 uncharacterized LOC103425146; K14487 auxin responsive GH3 gene family
TRINITY_DN30913_c0_g2_i1	mus:103998040	4.0e-27	mus:103998040 condensin complex subunit 3; K06678 condensin complex subunit 3
TRINITY_DN31292_c0_g3_i1	rcu:RCOM_1178350	1.3e-17	rcu:RCOM_1178350 magnesium/proton exchanger, putative; K03452 magnesium/proton exchanger
TRINITY_DN3642_c0_g1_i6	egu:105057510	3.1e-27	egu:105057510 nuclear transcription factor Y subunit B-1; K08065 nuclear transcription Y subunit beta
TRINITY_DN4082_c0_g1_i1	mus:103971413	3.2e-48	mus:103971413 shaggy-related protein kinase alpha; K03083 glycogen synthase kinase 3 beta [EC:2.7.11.26]
TRINITY_DN43431_c0_g1_i1	vvi:100250295	1.4e-16	vvi:100250295 uncharacterized LOC100250295; K03452 magnesium/proton exchanger
TRINITY_DN45849_c0_g1_i1	mus:103973872	9.0e-11	mus:103973872 alanine--tRNA ligase {ECO:0000255|HAMAP-Rule:MF_03133}; K01872 alanyl-tRNA synthetase [EC:6.1.1.7]
TRINITY_DN8404_c0_g2_i1	mus:103979937	2.4e-11	mus:103979937 MATE efflux family protein 6-like; K03327 multidrug resistance protein, MATE family
TRINITY_DN1030_c1_g1_i1	egu:105044586	3.2e-40	egu:105044586 metal tolerance protein 1-like; K14689 solute carrier family 30 (zinc transporter), member 2
TRINITY_DN11788_c0_g1_i1	mus:103985152	1.2e-26	mus:103985152 probable serine/threonine-protein kinase At5g41260; K14500 BR-signaling kinase [EC:2.7.11.1]
